Sample #,time 0,time 1,time 2,time 3,time 4,time 5,time 6,time 7,time 8,time 9,time 10,time 11,time 12,time 13,time 14,time 15,time 16,time 17,time 18,time 19,time 20,time 21,time 22,time 23,
0,0,0.000436899,0.0279942,-0.0441435,-0.0195919,-0.021,-0.0363482,-0.0797467,-0.0538864,-0.0231966,-0.00880257,0.00686317,-3.18264e-18,-0.00686317,0.00880257,0.0231966,0.0538864,0.0797467,0.0363482,0.021,0.0195919,0.0441435,-0.0279942,-0.000436899,
1,0,0.152597,0.111143,0.0675712,0.050215,0.0143907,0.00500918,0.068034,0.0414694,0.0819837,0.0944333,0.0148859,-2.46539e-18,-0.0148859,-0.0944333,-0.0819837,-0.0414694,-0.068034,-0.00500918,-0.0143907,-0.050215,-0.0675712,-0.111143,-0.152597,
2,0,0.160767,0.0847874,0.0713356,0.110372,0.0710248,-0.0146803,0.0749067,0.0234044,-0.00147506,0.0455588,0.0284224,-3.3834e-18,-0.0284224,-0.0455588,0.00147506,-0.0234044,-0.0749067,0.0146803,-0.0710248,-0.110372,-0.0713356,-0.0847874,-0.160767,
3,0,0.0876967,-0.00767941,-0.0561051,-0.0646642,0.0271257,-0.00751597,0.0634227,0.0650686,0.0343145,0.0762122,0.0727117,-2.33887e-18,-0.0727117,-0.0762122,-0.0343145,-0.0650686,-0.0634227,0.00751597,-0.0271257,0.0646642,0.0561051,0.00767941,-0.0876967,
4,0,0.107836,0.0585696,0.0322914,-0.0175632,-0.018714,0.00426793,0.0341268,0.0169513,0.0219412,0.0191129,0.0526755,1.5025e-18,-0.0526755,-0.0191129,-0.0219412,-0.0169513,-0.0341268,-0.00426793,0.018714,0.0175632,-0.0322914,-0.0585696,-0.107836,
5,0,-0.0302325,-0.0835259,0.027997,-0.015409,-0.00693813,0.00422829,0.0305415,0.0247533,-0.00203401,0.0332473,0.0264174,5.86753e-18,-0.0264174,-0.0332473,0.00203401,-0.0247533,-0.0305415,-0.00422829,0.00693813,0.015409,-0.027997,0.0835259,0.0302325,
6,0,0.137349,0.0528028,0.056362,0.0391032,0.0749891,0.0402495,0.0986533,-0.00214941,-0.0163201,-0.0001741,0.0876662,-7.40149e-20,-0.0876662,0.0001741,0.0163201,0.00214941,-0.0986533,-0.0402495,-0.0749891,-0.0391032,-0.056362,-0.0528028,-0.137349,
7,0,-0.0110176,0.070421,0.0221269,0.0250273,0.0107517,0.0426632,0.0637486,0.0256719,0.00479311,-0.0530101,0.0136073,-1.0066e-18,-0.0136073,0.0530101,-0.00479311,-0.0256719,-0.0637486,-0.0426632,-0.0107517,-0.0250273,-0.0221269,-0.070421,0.0110176,
8,0,-0.0745355,-0.00815212,0.0252677,0.0220683,-0.0213378,-0.0250138,-0.00597166,0.0214687,-0.066601,-0.0394252,0.0374389,2.70894e-18,-0.0374389,0.0394252,0.066601,-0.0214687,0.00597166,0.0250138,0.0213378,-0.0220683,-0.0252677,0.00815212,0.0745355,
9,0,0.087479,0.0218091,-0.0275903,0.0304172,-0.0185409,-0.000941713,-0.0411064,-0.0122462,0.0784574,0.0181194,-0.00253163,-5.36978e-18,0.00253163,-0.0181194,-0.0784574,0.0122462,0.0411064,0.000941713,0.0185409,-0.0304172,0.0275903,-0.0218091,-0.087479,
10,0,0.0563791,0.0322165,0.0301491,-0.0671946,-0.0548136,-0.0573821,-0.056704,-0.0559416,-0.0335327,0.0298066,-0.0487018,7.51343e-18,0.0487018,-0.0298066,0.0335327,0.0559416,0.056704,0.0573821,0.0548136,0.0671946,-0.0301491,-0.0322165,-0.0563791,
11,0,0.0146315,-0.00864903,0.0294247,-0.0158961,-0.011,0.0475383,0.0520472,0.0473787,0.0697773,0.0639668,0.0977858,-8.91879e-19,-0.0977858,-0.0639668,-0.0697773,-0.0473787,-0.0520472,-0.0475383,0.011,0.0158961,-0.0294247,0.00864903,-0.0146315,
12,0,-0.0415913,-0.031291,0.037839,0.00737734,-0.0174278,-0.0161871,-0.00131504,-0.0335869,0.0304398,0.0202804,0.0150883,-1.22865e-18,-0.0150883,-0.0202804,-0.0304398,0.0335869,0.00131504,0.0161871,0.0174278,-0.00737734,-0.037839,0.031291,0.0415913,
13,0,0.00146436,-0.0797193,-0.090424,-0.119389,-0.129197,-0.0221227,-0.0447305,-0.022186,-0.0500887,-0.0364803,-0.0378513,1.25825e-19,0.0378513,0.0364803,0.0500887,0.022186,0.0447305,0.0221227,0.129197,0.119389,0.090424,0.0797193,-0.00146436,
14,0,-0.035518,0.0387332,-0.024872,0.0417873,-0.0312501,0.0433883,0.000948786,-0.0444621,-0.00650336,-0.0368295,-0.0687005,-3.4787e-18,0.0687005,0.0368295,0.00650336,0.0444621,-0.000948786,-0.0433883,0.0312501,-0.0417873,0.024872,-0.0387332,0.035518,
15,0,0.00196435,-0.00708256,0.0269769,0.0545689,0.0869222,0.0372148,-0.0162037,0.0151111,-0.0552629,-0.0571761,-0.0242397,-4.07082e-18,0.0242397,0.0571761,0.0552629,-0.0151111,0.0162037,-0.0372148,-0.0869222,-0.0545689,-0.0269769,0.00708256,-0.00196435,
16,0,0.0334054,-0.000991074,0.00914233,0.0122578,-0.0267002,-0.0905239,-0.0146025,-0.0411078,0.00220297,-0.0304256,-0.0191294,-5.90269e-18,0.0191294,0.0304256,-0.00220297,0.0411078,0.0146025,0.0905239,0.0267002,-0.0122578,-0.00914233,0.000991074,-0.0334054,
17,0,0.120792,0.0905188,0.0327114,0.0111854,0.0102478,0.0124493,0.0194644,-0.0307749,-0.0286908,-0.0506442,0.0131441,-3.67114e-18,-0.0131441,0.0506442,0.0286908,0.0307749,-0.0194644,-0.0124493,-0.0102478,-0.0111854,-0.0327114,-0.0905188,-0.120792,
18,0,-0.0273863,-0.0796495,-0.0886892,0.0108185,0.0425372,0.0703064,-0.0595475,-0.0205927,0.00603432,0.04495,-0.024198,4.25585e-19,0.024198,-0.04495,-0.00603432,0.0205927,0.0595475,-0.0703064,-0.0425372,-0.0108185,0.0886892,0.0796495,0.0273863,
19,0,0.0745349,0.0380106,0.00754909,-0.0152453,0.0220274,0.00917335,-0.0368762,-0.0440363,0.000803477,0.00143617,0.0184363,1.93919e-18,-0.0184363,-0.00143617,-0.000803477,0.0440363,0.0368762,-0.00917335,-0.0220274,0.0152453,-0.00754909,-0.0380106,-0.0745349,
20,0,-0.0557814,0.0422074,0.0773664,0.0295299,0.0269565,-0.00425944,0.0302711,-0.0321358,0.014227,-0.00546299,0.02705,3.57122e-19,-0.02705,0.00546299,-0.014227,0.0321358,-0.0302711,0.00425944,-0.0269565,-0.0295299,-0.0773664,-0.0422074,0.0557814,
21,0,-0.0577079,0.0102155,-0.0186645,0.0503074,0.00228046,0.00777677,0.0437081,0.0215934,0.0122693,-0.0409247,-0.0271336,-1.9984e-19,0.0271336,0.0409247,-0.0122693,-0.0215934,-0.0437081,-0.00777677,-0.00228046,-0.0503074,0.0186645,-0.0102155,0.0577079,
22,0,0.0861275,0.0763349,0.101391,0.0617967,0.0649467,0.0781792,0.0409189,-0.00502654,-0.0028393,0.04204,0.00312772,1.12318e-18,-0.00312772,-0.04204,0.0028393,0.00502654,-0.0409189,-0.0781792,-0.0649467,-0.0617967,-0.101391,-0.0763349,-0.0861275,
23,0,0.02859,0.00900444,0.0178949,0.0591138,0.00594055,-0.000645096,0.0392082,-0.00221551,0.00536302,0.0120394,0.0225757,1.47845e-18,-0.0225757,-0.0120394,-0.00536302,0.00221551,-0.0392082,0.000645096,-0.00594055,-0.0591138,-0.0178949,-0.00900444,-0.02859,
24,0,-0.014279,-0.0489794,-0.0362062,-0.013814,-0.0593497,0.014128,0.0129217,0.0909365,0.0240114,-0.0702416,0.0393511,-3.43059e-18,-0.0393511,0.0702416,-0.0240114,-0.0909365,-0.0129217,-0.014128,0.0593497,0.013814,0.0362062,0.0489794,0.014279,
